problem,addition,subtraction,multiplication,division
Miss Amy collected $6 each from her students for their upcoming field trip. If all of her students went on the field trip she would collect $192. How many students are in Miss Amy's class?,0,0,0,1
Kari gets $20 every week for lunch money. She sets aside $2 to save. How many weeks will it take her to save $65?,0,0,0,1
Susan is selling raffle tickets for $4. She collects a total of $284. How many tickets did she sell?,0,0,0,1
"Lily has 6 Christmas cards, which is twice more than Ava. How many Christmas cards does Ava have?",0,0,0,1
"On a Monday night, each oven produces 304 slices of pizza. If each pizza has 8 slices, how many pizzas were baked in total?",0,0,0,1
Each oven can bake 1 pizza in 12 minutes. How many pizzas can an oven bake in 120 minutes?,0,0,0,1
"There are 1025 students in a school containing 25 sections. If in each section there are equal number of students, find their number in each section.",0,0,0,1
"The cost of 15 cycles is $24,405. Find the cost of each cycle.",0,0,0,1
"The cost of 35 ceiling fans is $43,050. How much does each fan cost?",0,0,0,1
"A school has collected $14,000 from 56 students for the Prime Minister's relief fund. How much has each student paid?",0,0,0,1
"25 students of class X collected $2750 for an orphanage. If each student contributed an equal amount for the cause, how much amount of money was contributed by each student?",0,0,0,1
"A train runs 5,580 kms in 36 hours. Find the speed of the train in km/hour.",0,0,0,1
"A truck was carrying 340 chairs, staked in sets of 5 chairs each. How many stacks of chairs were there on the truck?",0,0,0,1
"The product of two numbers is 4131. If one of them is 27, find the other.",0,0,0,1
"840 students were to be seated in 20 rows of an auditorium. If equal number of students sat in each row, how many students were there in each row?",0,0,0,1
"If the quotient is 57, and the divisor is 3, find the dividend.",0,0,0,1
Tania has a collection of 550 marbles. She wants to put them in Jars. She can put 22 marbles in one jar. How many jars does she need to put all the marbles?,0,0,0,1
"The annual income of Sam is $98,364. What is his monthly income if he earns an equal amount every month?",0,0,0,1
A number was divided by 97; the quotient was 286. Find the number.,0,0,0,1
On one shelf of the library 21 books can be kept. how many shelves are needed to put 2730 books?,0,0,0,1
"When 65 is multiplied by a number, the product is 5590. Find the number.",0,0,0,1
Shelly cut 3825 metres of cloth into 15 equal pieces. What is the length of each piece?,0,0,0,1
"40,000 fruits were distributed among 1,000 children equally. How many fruits did each child get?",0,0,0,1
Kara bought 32 tickets for a movie for $7200. What is the cost of each ticket?,0,0,0,1
"44,619 sweets were distributed among 1,000 students of a school. How many sweets will each student get if every student gets an equal number of sweets? How many sweets will be left?",0,0,0,1
"The price of 50 bags of wheat is $42,500. Find the price of each bag of wheat.",0,0,0,1
2250 mobile sets are to be packed equally in 50 cartons. How many mobiles will be kept in each carton?,0,0,0,1
"The price of 21 sets of television is $95,865. How much does each T.V. set cost?",0,0,0,1
168 trees are planted equally in 12 rows. How many trees are there in each row? How many are left to be planted?,0,0,0,1
"A car company manufactured 1674 cars in 31 days of December. If the company manufactured equal number of cars each day, then how many cars were made each day?",0,0,0,1
The teacher brought 36 books from the library. He asked Ron to put them on 3 tables. He was to put the same number of books on each table. How many books should Ron put on each table?,0,0,0,1
There are 48 bikes in 4 rows. How many bikes were in each row?,0,0,0,1
Today 155 children went to see the Red Fort. They went in 5 buses. How many children were in each bus if each bus had the same number of children?,0,0,0,1
"On Sunday, 126 scouts are to go on a hike. There are 6 troops of the same size. How many scouts are in each troop?",0,0,0,1
How many 8 centimeter pieces of ribbon can be cut from 96 centimeters of ribbon?,0,0,0,1
Sharon had 56 bulbs to plant. She was going to put 4 in each flower pot. How many pots did she need?,0,0,0,1
The 168 chairs in the hall had to be put in rows with 8 in each. How many rows were made?,0,0,0,1
How many packets will be made if 267 books are packed with 3 books in each?,0,0,0,1
The cost of 7 ice creams is $91. Find the cost of 1 ice creams.,0,0,0,1
If 24 students collected $ 5088 for the physically Challenged Children’s Fund. How much amount did each child contribute?,0,0,0,1
"Thursday was a big day for Mrs. McCallister's class. Their crickets had arrived! Before passing them out to students, Mrs. McCallister had to calculate how many crickets each student should receive. She counted 171 total crickets. Mrs. McCallister only had 9 students. How many crickets should each student receive?",0,0,0,1
"From age one to two, Theresa's puppy gained 36 pounds. If the puppy gained the same number of pounds every month, how many pounds did the puppy gain in 7 months?",0,0,0,1
"The Stevens family drove 275 miles from Pittsburgh, Pennsylvania to Washington DC. If their trip took 5 hours, and they traveled the same distance each hour, how many miles per hour did they travel?",0,0,0,1
"Dion did 282 push-ups during the course of 6 weeks for his push-ups test. If Dion is tested once a week, and did the same number of push-ups for all 6 tests, how many push-ups did he do each week?",0,0,0,1
"David sold 256 balloons to 8 of his customers. If each customer bought the same number of balloons, how many balloons did every customer buy?",0,0,0,1
"Adeline's dinner consisted of 5 items that totaled 835 calories. If the items were carefully chosen so each had the exact same number of calories, how many calories did each of her items contain?",0,0,0,1
"Delia has 684 jellybeans that she got from opening 9 packages. If each package has the same number of jellybeans, how many jellybeans are in each package?",0,0,0,1
"Bryan bought 564 ice cubes from the grocery store. Each bag of ice has the same number of cubes. If Bryan bought 4 bags of ice, how many ice cubes come in every bag?",0,0,0,1
"Clara slept for a total of 126 hours over the course of 2 weeks. If she sleeps for the same amount of time each night, how many hours does she sleep per night? ",0,0,0,1
Tayshawn ate 266 strawberries over the course of a week. He ate the same number of strawberries every day. How many strawberries did Tayshawn eat each day?,0,0,0,1
"Jacqueline drink the same amount of water every day. In 9 days, she drinks 378 ounces of water. How many ounces does she drink per day?",0,0,0,1
"www.ilovemathematicsalot.com receives the same number of visitors every days. If 343 people visit the site over the course of one week, how many visitors visit each day?",0,0,0,1
Armando has 4 dollars and 65 cents worth of nickels. How many nickels does he have?,0,0,0,1
"Paul the truck driver drives exactly the same distance every day. Over the course of 3 days, he drove 684 miles. How many miles did he drive each day?",0,0,0,1
Wendell's parking lot contains 312 parking spaces in 12 rows. How many parking spaces are in each row?,0,0,0,1
Each whisker of a seal contains 1500 nerves. That's 10 times more than a rat possesses. How many nerves does a rat have?,0,0,0,1
Gregor Mendel is studying peas to see how features are handed down from parents to children. Gregor has 228 peas to analyze today. Each pod contains 6 peas. How many pea pods does he have in total?,0,0,0,1
Karen has 4 times as many books as Skylar. How many books does Karen have if Skylar has 164?,0,0,0,1
Ron and Hermione are using magic to hoist feathers into the air. Hermione has the ability to raise a feather 3525 cm in the air. That's 5 times higher than Ron can raise a feather. How high can Ron lift a feather up?,0,0,0,1
"This year, Nissa plans to plant 485 trees. How many trees will there be in each orchard if Nissa is going to be putting equal amounts of trees in 5 orchards?",0,0,0,1
Amanda is sending 5 remote control cars in the mail. The mass is 3570 grams in total. How much does each car weigh?,0,0,0,1
Jenna has 131 dog biscuits in her possession. She intends to give 1 to each of her 4 poodles as a present. How many biscuits will be given to each poodle?,0,0,0,1
The Zookeeper want to provide an equal number of bananas to each monkey at the zoo. There are 37 monkeys and 456 bananas in the zoo. What is the total number of bananas received by each monkey?,0,0,0,1
Betty has 427 oranges to put into 23 cartons in an even distribution. How many oranges does ecah box include?,0,0,0,1
